Object::connect: No such slot HQApplication::UpdateMenus() in HQApplication.cpp:464
Object::connect: No such slot HQApplication::UpdateMenus() in HQApplication.cpp:473


Warning (60/203) from HOOPS routine 'Update_Display' -

	  This copy of HOOPS has not been licensed for commercial
	  development or distribution purposes.	 Copying is prohibited.
	  To obtain rights to develop and/or distribute applications
	  based on HOOPS, please contact Tech Soft 3D at
	  510-883-2180 or email hoops@techsoft3d.com
Time for 1835000 slices:4652.137157
Time for 1836000 slices:4652.556153
Time for 1837000 slices:4653.014429
Time for 1838000 slices:4653.437406
Time for 1839000 slices:4653.826918
Time for 1840000 slices:4654.204182
Time for 1841000 slices:4678.145562
Time for 1842000 slices:4678.449100
Time for 1843000 slices:4678.786613
Time for 1844000 slices:4679.150681
Time for 1845000 slices:4679.475087
Time for 1846000 slices:4679.809497
Time for 1847000 slices:4680.131230
Time for 1848000 slices:4680.468165
Time for 1849000 slices:4680.788895
Time for 1850000 slices:4681.105251
Time for 1851000 slices:4681.443269
Time for 1852000 slices:4681.802814
Time for 1853000 slices:4682.160749
Time for 1854000 slices:4682.529034
Time for 1855000 slices:4682.878288
Time for 1856000 slices:4683.241010
Time for 1857000 slices:4683.620543
Time for 1858000 slices:4683.996026
Time for 1859000 slices:4684.365903
Time for 1860000 slices:4684.739451
Time for 1861000 slices:4685.152348
Time for 1862000 slices:4685.569887
Time for 1863000 slices:4686.004670
Time for 1864000 slices:4709.744641
Time for 1865000 slices:4710.091675
Time for 1866000 slices:4710.404284
Time for 1867000 slices:4710.759898
Time for 1868000 slices:4711.093867
Time for 1869000 slices:4711.432398
Time for 1870000 slices:4711.772358
Time for 1871000 slices:4712.145428
Time for 1872000 slices:4712.499924
Time for 1873000 slices:4712.857707
Time for 1874000 slices:4713.224111
Time for 1875000 slices:4713.589850
Time for 1876000 slices:4713.964999
Time for 1877000 slices:4714.351432
Time for 1878000 slices:4714.760616
Time for 1879000 slices:4715.167212
Time for 1880000 slices:4715.563607
Time for 1881000 slices:4715.988762
Time for 1882000 slices:4739.432368
Time for 1883000 slices:4739.771350
Time for 1884000 slices:4740.090972
Time for 1885000 slices:4740.382035
Time for 1886000 slices:4740.698004
Time for 1887000 slices:4741.025725
Time for 1888000 slices:4741.368530
Time for 1889000 slices:4741.700450
Time for 1890000 slices:4742.054491
Time for 1891000 slices:4742.410150
Time for 1892000 slices:4742.760827
Time for 1893000 slices:4743.130416
Time for 1894000 slices:4743.505027
Time for 1895000 slices:4743.861352
Time for 1896000 slices:4744.238459
Time for 1897000 slices:4744.596078
Time for 1898000 slices:4744.973114
Time for 1899000 slices:4745.362276
Time for 1900000 slices:4745.768789
Time for 1901000 slices:4746.191592
Time for 1902000 slices:4746.583001
Time for 1903000 slices:4746.998101
Time for 1904000 slices:4747.399967
Time for 1905000 slices:4747.811888
Time for 1906000 slices:4771.465763
Time for 1907000 slices:4771.793045
Time for 1908000 slices:4772.107078
Time for 1909000 slices:4772.436280
Time for 1910000 slices:4772.778643
Time for 1911000 slices:4773.122199
Time for 1912000 slices:4773.483768
Time for 1913000 slices:4773.853905
Time for 1914000 slices:4774.203668
Time for 1915000 slices:4774.584332
Time for 1916000 slices:4774.976214
Time for 1917000 slices:4775.365269
Time for 1918000 slices:4775.764075
Time for 1919000 slices:4776.166390
Time for 1920000 slices:4776.552597
Time for 1921000 slices:4776.941344
Time for 1922000 slices:4777.358003
Time for 1923000 slices:4777.726208
Time for 1924000 slices:4778.115672
Time for 1925000 slices:4778.507246
Time for 1926000 slices:4802.457809
Time for 1927000 slices:4802.797562
Time for 1928000 slices:4803.160844
Time for 1929000 slices:4803.510695
Time for 1930000 slices:4803.840083
Time for 1931000 slices:4804.173665
Time for 1932000 slices:4804.531661
Time for 1933000 slices:4804.894440
Time for 1934000 slices:4805.242527
Time for 1935000 slices:4805.594274
Time for 1936000 slices:4805.957003
Time for 1937000 slices:4806.338547
Time for 1938000 slices:4806.740255
Time for 1939000 slices:4807.139343
Time for 1940000 slices:4807.535954
Time for 1941000 slices:4807.954957
Time for 1942000 slices:4808.357530
Time for 1943000 slices:4808.780214
Time for 1944000 slices:4809.206001
Time for 1945000 slices:4809.633298
Time for 1946000 slices:4810.070203
Time for 1947000 slices:4810.517743
Time for 1948000 slices:4834.556036
Time for 1949000 slices:4834.884719
Time for 1950000 slices:4835.218397
Time for 1951000 slices:4835.547251
Time for 1952000 slices:4835.885137
Time for 1953000 slices:4836.247328
Time for 1954000 slices:4836.637919
Time for 1955000 slices:4837.005725
Time for 1956000 slices:4837.397828
Time for 1957000 slices:4837.796680
Time for 1958000 slices:4838.183109
Time for 1959000 slices:4838.585173
Time for 1960000 slices:4839.022524
Time for 1961000 slices:4839.422950
Time for 1962000 slices:4839.823914
Time for 1963000 slices:4840.213556
Time for 1964000 slices:4840.611746
Time for 1965000 slices:4840.985821
Time for 1966000 slices:4841.354017
Time for 1967000 slices:4841.729088
Time for 1968000 slices:4842.130085
Time for 1969000 slices:4866.069433
Time for 1970000 slices:4866.418309
Time for 1971000 slices:4866.759775
Time for 1972000 slices:4867.110991
Time for 1973000 slices:4867.442775
Time for 1974000 slices:4867.803195
Time for 1975000 slices:4868.156103
Time for 1976000 slices:4868.504452
Time for 1977000 slices:4868.837314
Time for 1978000 slices:4869.160287
Time for 1979000 slices:4869.519780
Time for 1980000 slices:4869.873263
Time for 1981000 slices:4870.244597
Time for 1982000 slices:4870.619164
Time for 1983000 slices:4870.996778
Time for 1984000 slices:4871.382112
Time for 1985000 slices:4871.753077
Time for 1986000 slices:4872.122419
Time for 1987000 slices:4872.481834
Time for 1988000 slices:4872.856280
Time for 1989000 slices:4896.408546
Time for 1990000 slices:4896.727959
Time for 1991000 slices:4897.052114
Time for 1992000 slices:4897.381776
Time for 1993000 slices:4897.711575
Time for 1994000 slices:4898.058699
Time for 1995000 slices:4898.415114
Time for 1996000 slices:4898.758495
Time for 1997000 slices:4899.122727
Time for 1998000 slices:4899.497974
Time for 1999000 slices:4899.880278
Time for 2000000 slices:4900.264495
Time for 2001000 slices:4900.663718
Time for 2002000 slices:4901.031281
Time for 2003000 slices:4901.403882
Time for 2004000 slices:4901.785854
Time for 2005000 slices:4902.148467
Time for 2006000 slices:4902.523196
Time for 2007000 slices:4902.934600
Time for 2008000 slices:4903.340020
Time for 2009000 slices:4903.767288
Time for 2010000 slices:4904.191997
Time for 2011000 slices:4928.176185
Time for 2012000 slices:4928.511547
Time for 2013000 slices:4928.840063
Time for 2014000 slices:4929.158752
Time for 2015000 slices:4929.487940
Time for 2016000 slices:4929.816289
Time for 2017000 slices:4930.204004
Time for 2018000 slices:4930.567089
Time for 2019000 slices:4930.940242
Time for 2020000 slices:4931.319701
Time for 2021000 slices:4931.702528
Time for 2022000 slices:4932.088415
Time for 2023000 slices:4932.454665
Time for 2024000 slices:4932.803319
Time for 2025000 slices:4933.162379
Time for 2026000 slices:4933.522647
Time for 2027000 slices:4933.893675
Time for 2028000 slices:4934.261459
Time for 2029000 slices:4934.648707
Time for 2030000 slices:4958.620181
Time for 2031000 slices:4958.967914
Time for 2032000 slices:4959.284823
Time for 2033000 slices:4959.624436
Time for 2034000 slices:4959.955338
Time for 2035000 slices:4960.304263
Time for 2036000 slices:4960.648785
Time for 2037000 slices:4961.003009
Time for 2038000 slices:4961.352294
Time for 2039000 slices:4961.690289
Time for 2040000 slices:4962.040819
Time for 2041000 slices:4962.387182
Time for 2042000 slices:4962.746979
Time for 2043000 slices:4963.139133
Time for 2044000 slices:4963.486063
Time for 2045000 slices:4963.842267
Time for 2046000 slices:4964.228115
Time for 2047000 slices:4964.602568
Time for 2048000 slices:4964.976392
Time for 2049000 slices:4965.365366
Time for 2050000 slices:4965.734256
Time for 2051000 slices:4966.136785
Time for 2052000 slices:4966.523341
Time for 2053000 slices:4966.931880
Time for 2054000 slices:4967.360836
Time for 2055000 slices:4991.579025
Time for 2056000 slices:4991.907531
Time for 2057000 slices:4992.232543
Time for 2058000 slices:4992.559288
Time for 2059000 slices:4992.886067
Time for 2060000 slices:4993.224511
Time for 2061000 slices:4993.542312
Time for 2062000 slices:4993.884525
Time for 2063000 slices:4994.228200
Time for 2064000 slices:4994.563409
Time for 2065000 slices:4994.916898
Time for 2066000 slices:4995.287192
Time for 2067000 slices:4995.675464
Time for 2068000 slices:4996.070611
Time for 2069000 slices:4996.498359
Time for 2070000 slices:4996.917948
Time for 2071000 slices:4997.311479
Time for 2072000 slices:4997.703143
Time for 2073000 slices:5021.654196
Time for 2074000 slices:5021.987433
Time for 2075000 slices:5022.327117
Time for 2076000 slices:5022.657465
Time for 2077000 slices:5023.007270
Time for 2078000 slices:5023.348684
Time for 2079000 slices:5023.690044
Time for 2080000 slices:5024.039181
Time for 2081000 slices:5024.394726
Time for 2082000 slices:5024.739947
Time for 2083000 slices:5025.106939
Time for 2084000 slices:5025.464283
Time for 2085000 slices:5025.836602
Time for 2086000 slices:5026.201690
Time for 2087000 slices:5026.595422
Time for 2088000 slices:5027.003461
Time for 2089000 slices:5027.391628
Time for 2090000 slices:5027.802362
Time for 2091000 slices:5028.225451
Time for 2092000 slices:5028.626263
Time for 2093000 slices:5029.030696
Time for 2094000 slices:5029.436408
Time for 2095000 slices:5053.547387
Time for 2096000 slices:5053.902478
Time for 2097000 slices:5054.214485
Time for 2098000 slices:5054.546614
Time for 2099000 slices:5054.899578
Time for 2100000 slices:5055.245852
Time for 2101000 slices:5055.582715
Time for 2102000 slices:5055.924104
Time for 2103000 slices:5056.285348
Time for 2104000 slices:5056.659368
Time for 2105000 slices:5057.036685
Time for 2106000 slices:5057.415936
Time for 2107000 slices:5057.796045
Time for 2108000 slices:5058.202411
Time for 2109000 slices:5058.634086
Time for 2110000 slices:5059.077245
Time for 2111000 slices:5059.546498
Time for 2112000 slices:5060.001024
Time for 2113000 slices:5060.441223
Time for 2114000 slices:5084.460500
Time for 2115000 slices:5084.751475
Time for 2116000 slices:5085.043666
Time for 2117000 slices:5085.347394
Time for 2118000 slices:5085.662683
Time for 2119000 slices:5085.983749
Time for 2120000 slices:5086.321055
Time for 2121000 slices:5086.664272
Time for 2122000 slices:5087.019010
Time for 2123000 slices:5087.373216
Time for 2124000 slices:5087.721408
Time for 2125000 slices:5088.093385
Time for 2126000 slices:5088.441240
Time for 2127000 slices:5088.789463
Time for 2128000 slices:5089.146783
Time for 2129000 slices:5089.504155
Time for 2130000 slices:5089.871543
Time for 2131000 slices:5090.279205
Time for 2132000 slices:5090.671866
Time for 2133000 slices:5091.079220
Time for 2134000 slices:5091.507035
Time for 2135000 slices:5091.921518
Time for 2136000 slices:5092.329946
Time for 2137000 slices:5116.317362
Time for 2138000 slices:5116.674107
Time for 2139000 slices:5117.046100
Time for 2140000 slices:5117.387190
Time for 2141000 slices:5117.733550
Time for 2142000 slices:5118.083817
Time for 2143000 slices:5118.443240
Time for 2144000 slices:5118.806619
Time for 2145000 slices:5119.160163
Time for 2146000 slices:5119.522400
Time for 2147000 slices:5119.866213
Time for 2148000 slices:5120.221350
Time for 2149000 slices:5120.575759
Time for 2150000 slices:5120.931613
Time for 2151000 slices:5121.318043
Time for 2152000 slices:5121.691830
Time for 2153000 slices:5122.059868
Time for 2154000 slices:5122.447184
Time for 2155000 slices:5122.834179
Time for 2156000 slices:5123.229928
Time for 2157000 slices:5147.350318
Time for 2158000 slices:5147.689288
Time for 2159000 slices:5148.035907
Time for 2160000 slices:5148.373045
Time for 2161000 slices:5148.731557
Time for 2162000 slices:5149.053113
Time for 2163000 slices:5149.369305
Time for 2164000 slices:5149.696523
Time for 2165000 slices:5150.025968
Time for 2166000 slices:5150.389424
Time for 2167000 slices:5150.773417
Time for 2168000 slices:5151.155421
Time for 2169000 slices:5151.553097
Time for 2170000 slices:5151.943322
Time for 2171000 slices:5152.355321
Time for 2172000 slices:5152.746910
Time for 2173000 slices:5153.135724
Time for 2174000 slices:5153.544607
Time for 2175000 slices:5153.949450
Time for 2176000 slices:5154.362043
Time for 2177000 slices:5154.796401
Time for 2178000 slices:5155.243102
Time for 2179000 slices:5179.411098
Time for 2180000 slices:5179.774751
Time for 2181000 slices:5180.120217
Time for 2182000 slices:5180.461300
Time for 2183000 slices:5180.830370
Time for 2184000 slices:5181.190201
Time for 2185000 slices:5181.550900
Time for 2186000 slices:5181.913656
Time for 2187000 slices:5182.274627
Time for 2188000 slices:5182.660991
Time for 2189000 slices:5183.035434
Time for 2190000 slices:5183.405214
Time for 2191000 slices:5183.744426
Time for 2192000 slices:5184.111002
Time for 2193000 slices:5184.480422
Time for 2194000 slices:5184.876831
Time for 2195000 slices:5185.298888
Time for 2196000 slices:5185.706061
Time for 2197000 slices:5186.123018
Time for 2198000 slices:5186.514990
Time for 2199000 slices:5186.910700
Time for 2200000 slices:5187.337726
Time for 2201000 slices:5211.426428
Time for 2202000 slices:5211.762116
Time for 2203000 slices:5212.074535
Time for 2204000 slices:5212.395920
Time for 2205000 slices:5212.720925
Time for 2206000 slices:5213.081973
Time for 2207000 slices:5213.444293
Time for 2208000 slices:5213.851056
Time for 2209000 slices:5214.224643
Time for 2210000 slices:5214.595037
Time for 2211000 slices:5214.982774
Time for 2212000 slices:5215.351934
Time for 2213000 slices:5215.739882
Time for 2214000 slices:5216.143551
Time for 2215000 slices:5216.554437
Time for 2216000 slices:5216.955335
Time for 2217000 slices:5217.361659
Time for 2218000 slices:5217.767751
Time for 2219000 slices:5218.182927
Time for 2220000 slices:5241.920982
Time for 2221000 slices:5242.243048
Time for 2222000 slices:5242.577275
Time for 2223000 slices:5242.919338
Time for 2224000 slices:5243.265522
Time for 2225000 slices:5243.609372
Time for 2226000 slices:5243.953854
Time for 2227000 slices:5244.319695
Time for 2228000 slices:5244.701835
Time for 2229000 slices:5245.065240
Time for 2230000 slices:5245.424079
Time for 2231000 slices:5245.798071
Time for 2232000 slices:5246.181185
Time for 2233000 slices:5246.577207
Time for 2234000 slices:5246.940757
Time for 2235000 slices:5247.314538
Time for 2236000 slices:5247.703765
Time for 2237000 slices:5248.092260
Time for 2238000 slices:5248.477691
Time for 2239000 slices:5248.908419
Time for 2240000 slices:5249.354232
Time for 2241000 slices:5273.376835
Time for 2242000 slices:5273.732853
Time for 2243000 slices:5274.069404
Time for 2244000 slices:5274.425008
Time for 2245000 slices:5274.806316
Time for 2246000 slices:5275.183812
Time for 2247000 slices:5275.566713
Time for 2248000 slices:5275.992144
Time for 2249000 slices:5276.369615
Time for 2250000 slices:5276.760919
Time for 2251000 slices:5277.167134
Time for 2252000 slices:5277.605210
Time for 2253000 slices:5278.029908
Time for 2254000 slices:5278.464864
Time for 2255000 slices:5278.901418
Time for 2256000 slices:5279.339946
Time for 2257000 slices:5279.800198
Time for 2258000 slices:5280.271317
Time for 2259000 slices:5280.751884
Time for 2260000 slices:5281.207717
Time for 2261000 slices:5304.695492
Time for 2262000 slices:5305.057787
Time for 2263000 slices:5305.404419
Time for 2264000 slices:5305.771139
Time for 2265000 slices:5306.136206
Time for 2266000 slices:5306.502842
Time for 2267000 slices:5306.891298
Time for 2268000 slices:5307.230525
Time for 2269000 slices:5307.570319
Time for 2270000 slices:5307.921349
Time for 2271000 slices:5308.289305
Time for 2272000 slices:5308.642418
Time for 2273000 slices:5309.029848
Time for 2274000 slices:5309.410480
Time for 2275000 slices:5309.807972
Time for 2276000 slices:5310.258970
Time for 2277000 slices:5310.633868
Time for 2278000 slices:5310.978451
Time for 2279000 slices:5311.350200
Time for 2280000 slices:5311.713646
Time for 2281000 slices:5312.121023
Time for 2282000 slices:5312.505122
Time for 2283000 slices:5312.884325
Time for 2284000 slices:5313.293674
Time for 2285000 slices:5337.333018
Time for 2286000 slices:5337.634962
Time for 2287000 slices:5337.937163
Time for 2288000 slices:5338.259289
Time for 2289000 slices:5338.578105
Time for 2290000 slices:5338.905258
Time for 2291000 slices:5339.240602
Time for 2292000 slices:5339.588260
Time for 2293000 slices:5339.945801
Time for 2294000 slices:5340.317572
Time for 2295000 slices:5340.679400
Time for 2296000 slices:5341.068911
Time for 2297000 slices:5341.452241
Time for 2298000 slices:5341.819150
Time for 2299000 slices:5342.190669
Time for 2300000 slices:5342.556219
Time for 2301000 slices:5342.950070
Time for 2302000 slices:5343.351110
Time for 2303000 slices:5367.301467
Time for 2304000 slices:5367.639648
Time for 2305000 slices:5367.960438
Time for 2306000 slices:5368.268302
Time for 2307000 slices:5368.565632
Time for 2308000 slices:5368.862617
Time for 2309000 slices:5369.179912
Time for 2310000 slices:5369.534032
Time for 2311000 slices:5369.866043
Time for 2312000 slices:5370.204077
Time for 2313000 slices:5370.545619
Time for 2314000 slices:5370.921407
Time for 2315000 slices:5371.278956
Time for 2316000 slices:5371.693845
Time for 2317000 slices:5372.073565
Time for 2318000 slices:5372.433832
Time for 2319000 slices:5372.816048
Time for 2320000 slices:5373.213652
Time for 2321000 slices:5373.606242
Time for 2322000 slices:5374.017986
Time for 2323000 slices:5374.423839
Time for 2324000 slices:5374.837122
Time for 2325000 slices:5398.974824
Time for 2326000 slices:5399.276546
Time for 2327000 slices:5399.598020
Time for 2328000 slices:5399.922656
Time for 2329000 slices:5400.268436
Time for 2330000 slices:5400.600764
Time for 2331000 slices:5400.935037
Time for 2332000 slices:5401.305625
Time for 2333000 slices:5401.657186
Time for 2334000 slices:5402.033135
Time for 2335000 slices:5402.410897
Time for 2336000 slices:5402.793632
Time for 2337000 slices:5403.187193
Time for 2338000 slices:5403.573220
Time for 2339000 slices:5403.972755
Time for 2340000 slices:5404.379740
Time for 2341000 slices:5404.766900
Time for 2342000 slices:5405.154870
Time for 2343000 slices:5429.260951
Time for 2344000 slices:5429.578692
Time for 2345000 slices:5429.914254
Time for 2346000 slices:5430.232623
Time for 2347000 slices:5430.560273
Time for 2348000 slices:5430.887397
Time for 2349000 slices:5431.213457
Time for 2350000 slices:5431.548291
Time for 2351000 slices:5431.881700
Time for 2352000 slices:5432.252482
Time for 2353000 slices:5432.602327
Time for 2354000 slices:5432.961180
Time for 2355000 slices:5433.332915
Time for 2356000 slices:5433.717094
Time for 2357000 slices:5434.116872
Time for 2358000 slices:5434.501730
Time for 2359000 slices:5434.884328
Time for 2360000 slices:5435.284699
Time for 2361000 slices:5435.666002
Time for 2362000 slices:5436.044595
Time for 2363000 slices:5436.415061
Time for 2364000 slices:5436.803022
Time for 2365000 slices:5437.213119
Time for 2366000 slices:5461.337241
Time for 2367000 slices:5461.661695
Time for 2368000 slices:5461.971612
Time for 2369000 slices:5462.300222
Time for 2370000 slices:5462.624651
Time for 2371000 slices:5462.954090
Time for 2372000 slices:5463.290635
Time for 2373000 slices:5463.625943
Time for 2374000 slices:5463.980808
Time for 2375000 slices:5464.331974
Time for 2376000 slices:5464.702449
Time for 2377000 slices:5465.071630
Time for 2378000 slices:5465.443380
Time for 2379000 slices:5465.841140
Time for 2380000 slices:5466.228828
Time for 2381000 slices:5466.605543
Time for 2382000 slices:5466.981353
Time for 2383000 slices:5467.362386
Time for 2384000 slices:5467.751486
Time for 2385000 slices:5468.209282
Time for 2386000 slices:5492.178642
Time for 2387000 slices:5492.507371
Time for 2388000 slices:5492.842597
Time for 2389000 slices:5493.202258
Time for 2390000 slices:5493.559537
Time for 2391000 slices:5493.919609
Time for 2392000 slices:5494.244112
Time for 2393000 slices:5494.566206
Time for 2394000 slices:5494.914266
Time for 2395000 slices:5495.242071
Time for 2396000 slices:5495.598379
Time for 2397000 slices:5495.940801
Time for 2398000 slices:5496.301805
Time for 2399000 slices:5496.650190
Time for 2400000 slices:5497.035759
Time for 2401000 slices:5497.445325
Time for 2402000 slices:5497.836327
Time for 2403000 slices:5498.241086
Time for 2404000 slices:5498.634453
Time for 2405000 slices:5499.037121
Time for 2406000 slices:5499.437760
Time for 2407000 slices:5523.506582
Time for 2408000 slices:5523.856249
Time for 2409000 slices:5524.165757
Time for 2410000 slices:5524.482007
Time for 2411000 slices:5524.790464
Time for 2412000 slices:5525.128289
Time for 2413000 slices:5525.487179
Time for 2414000 slices:5525.894315
Time for 2415000 slices:5526.261395
Time for 2416000 slices:5526.639336
Time for 2417000 slices:5527.010654
Time for 2418000 slices:5527.380322
Time for 2419000 slices:5527.774534
Time for 2420000 slices:5528.158025
Time for 2421000 slices:5528.505496
Time for 2422000 slices:5528.845866
Time for 2423000 slices:5529.193851
Time for 2424000 slices:5529.570709
Time for 2425000 slices:5529.922413
Time for 2426000 slices:5530.272831
Time for 2427000 slices:5530.650346
Time for 2428000 slices:5531.040927
Time for 2429000 slices:5531.467966
Time for 2430000 slices:5531.887834
Time for 2431000 slices:5556.152658
Time for 2432000 slices:5556.458534
Time for 2433000 slices:5556.766122
Time for 2434000 slices:5557.076774
Time for 2435000 slices:5557.397679
Time for 2436000 slices:5557.755256
Time for 2437000 slices:5558.094334
Time for 2438000 slices:5558.428174
Time for 2439000 slices:5558.759467
Time for 2440000 slices:5559.103228
Time for 2441000 slices:5559.458371
Time for 2442000 slices:5559.810120
Time for 2443000 slices:5560.165147
Time for 2444000 slices:5560.532088
Time for 2445000 slices:5560.879137
Time for 2446000 slices:5561.256970
Time for 2447000 slices:5561.639977
Time for 2448000 slices:5562.018151
Time for 2449000 slices:5586.051696
Time for 2450000 slices:5586.371349
Time for 2451000 slices:5586.681333
Time for 2452000 slices:5586.985466
Time for 2453000 slices:5587.352549
Time for 2454000 slices:5587.719360
Time for 2455000 slices:5588.092376
Time for 2456000 slices:5588.448667
Time for 2457000 slices:5588.793813
Time for 2458000 slices:5589.146834
Time for 2459000 slices:5589.518742
Time for 2460000 slices:5589.885991
Time for 2461000 slices:5590.248417
Time for 2462000 slices:5590.593540
Time for 2463000 slices:5590.945701
Time for 2464000 slices:5591.307617
Time for 2465000 slices:5591.702263
Time for 2466000 slices:5592.074624
Time for 2467000 slices:5592.456305
Time for 2468000 slices:5592.846555
Time for 2469000 slices:5593.230779
Time for 2470000 slices:5593.629570
Time for 2471000 slices:5617.647480
Time for 2472000 slices:5617.982499
Time for 2473000 slices:5618.303638
Time for 2474000 slices:5618.646549
Time for 2475000 slices:5618.983308
Time for 2476000 slices:5619.341029
Time for 2477000 slices:5619.665868
Time for 2478000 slices:5620.003615
Time for 2479000 slices:5620.346735
Time for 2480000 slices:5620.710681
Time for 2481000 slices:5621.083669
Time for 2482000 slices:5621.490836
Time for 2483000 slices:5621.892526
Time for 2484000 slices:5622.265540
Time for 2485000 slices:5622.647775
Time for 2486000 slices:5623.034726
Time for 2487000 slices:5623.419563
Time for 2488000 slices:5623.798286
Time for 2489000 slices:5624.187396
Time for 2490000 slices:5648.293220
Time for 2491000 slices:5648.608882
Time for 2492000 slices:5648.930309
Time for 2493000 slices:5649.239040
Time for 2494000 slices:5649.549972
Time for 2495000 slices:5649.878239
Time for 2496000 slices:5650.218144
Time for 2497000 slices:5650.545408
Time for 2498000 slices:5650.879638
Time for 2499000 slices:5651.249738
Time for 2500000 slices:5651.588767
Time for 2501000 slices:5651.939796
Time for 2502000 slices:5652.288801
Time for 2503000 slices:5652.660162
Time for 2504000 slices:5653.023974
Time for 2505000 slices:5653.423228
Time for 2506000 slices:5653.806819
Time for 2507000 slices:5654.170052
Time for 2508000 slices:5654.538481
Time for 2509000 slices:5654.900593
Time for 2510000 slices:5655.263036
Time for 2511000 slices:5655.642313
Time for 2512000 slices:5656.052370
Time for 2513000 slices:5680.180704
Time for 2514000 slices:5680.514875
Time for 2515000 slices:5680.841010
Time for 2516000 slices:5681.172978
Time for 2517000 slices:5681.500145
Time for 2518000 slices:5681.850764
Time for 2519000 slices:5682.214245
Time for 2520000 slices:5682.574221
Time for 2521000 slices:5682.954209
Time for 2522000 slices:5683.368052
Time for 2523000 slices:5683.716880
Time for 2524000 slices:5684.106540
Time for 2525000 slices:5684.468511
Time for 2526000 slices:5684.845727
Time for 2527000 slices:5685.280531
Time for 2528000 slices:5685.670670
Time for 2529000 slices:5686.059365
Time for 2530000 slices:5686.444522
Time for 2531000 slices:5710.254269
Time for 2532000 slices:5710.574539
Time for 2533000 slices:5710.903868
Time for 2534000 slices:5711.243495
Time for 2535000 slices:5711.573659
Time for 2536000 slices:5711.895530
Time for 2537000 slices:5712.222076
Time for 2538000 slices:5712.534835
Time for 2539000 slices:5712.885015
Time for 2540000 slices:5713.222471
Time for 2541000 slices:5713.576334
Time for 2542000 slices:5713.944272
Time for 2543000 slices:5714.315557
Time for 2544000 slices:5714.697276
Time for 2545000 slices:5715.080659
Time for 2546000 slices:5715.480356
Time for 2547000 slices:5715.894544
Time for 2548000 slices:5716.314611
Time for 2549000 slices:5716.729904
Time for 2550000 slices:5717.151513
Time for 2551000 slices:5717.573356
Time for 2552000 slices:5718.051446
Time for 2553000 slices:5742.217985
Time for 2554000 slices:5742.573718
Time for 2555000 slices:5742.921465
Time for 2556000 slices:5743.264768
Time for 2557000 slices:5743.621681
Time for 2558000 slices:5743.967642
Time for 2559000 slices:5744.357601
Time for 2560000 slices:5744.749774
Time for 2561000 slices:5745.125735
Time for 2562000 slices:5745.504639
Time for 2563000 slices:5745.879051
Time for 2564000 slices:5746.261894
Time for 2565000 slices:5746.644906
Time for 2566000 slices:5747.059947
Time for 2567000 slices:5747.479064
Time for 2568000 slices:5747.886232
Time for 2569000 slices:5748.309669
Time for 2570000 slices:5748.739890
Time for 2571000 slices:5772.840520
Time for 2572000 slices:5773.200520
Time for 2573000 slices:5773.555949
Time for 2574000 slices:5773.855699
Time for 2575000 slices:5774.164899
Time for 2576000 slices:5774.490331
Time for 2577000 slices:5774.793125
Time for 2578000 slices:5775.124510
Time for 2579000 slices:5775.460491
Time for 2580000 slices:5775.782310
Time for 2581000 slices:5776.109287
Time for 2582000 slices:5776.460362
Time for 2583000 slices:5776.793059
Time for 2584000 slices:5777.142429
Time for 2585000 slices:5777.483520
Time for 2586000 slices:5777.833548
Time for 2587000 slices:5778.207585
Time for 2588000 slices:5778.578274
Time for 2589000 slices:5778.971764
Time for 2590000 slices:5779.417463
Time for 2591000 slices:5779.843316
Time for 2592000 slices:5780.248034
Time for 2593000 slices:5780.628798
Time for 2594000 slices:5804.844699
Time for 2595000 slices:5805.155816
Time for 2596000 slices:5805.479467
Time for 2597000 slices:5805.790050
Time for 2598000 slices:5806.110504
Time for 2599000 slices:5806.451384
Time for 2600000 slices:5806.770003
Time for 2601000 slices:5807.118705
Time for 2602000 slices:5807.483441
Time for 2603000 slices:5807.804574
Time for 2604000 slices:5808.137665
Time for 2605000 slices:5808.476976
Time for 2606000 slices:5808.836963
Time for 2607000 slices:5809.185561
Time for 2608000 slices:5809.522335
Time for 2609000 slices:5809.905123
Time for 2610000 slices:5810.270364
Time for 2611000 slices:5810.647714
Time for 2612000 slices:5811.039183
Time for 2613000 slices:5834.516630
Time for 2614000 slices:5834.838508
Time for 2615000 slices:5835.160772
Time for 2616000 slices:5835.481806
Time for 2617000 slices:5835.823870
Time for 2618000 slices:5836.195354
Time for 2619000 slices:5836.551168
Time for 2620000 slices:5836.900582
Time for 2621000 slices:5837.262443
Time for 2622000 slices:5837.593212
Time for 2623000 slices:5837.928229
Time for 2624000 slices:5838.273788
Time for 2625000 slices:5838.650643
Time for 2626000 slices:5839.031008
Time for 2627000 slices:5839.396315
Time for 2628000 slices:5839.787127
Time for 2629000 slices:5840.145792
Time for 2630000 slices:5840.507232
Time for 2631000 slices:5840.884347
Time for 2632000 slices:5841.267709
Time for 2633000 slices:5841.659944
Time for 2634000 slices:5842.069994
Time for 2635000 slices:5865.963684
Time for 2636000 slices:5866.310025
Time for 2637000 slices:5866.649227
Time for 2638000 slices:5866.997011
Time for 2639000 slices:5867.332064
Time for 2640000 slices:5867.662662
Time for 2641000 slices:5868.017172
Time for 2642000 slices:5868.360583
Time for 2643000 slices:5868.725363
Time for 2644000 slices:5869.098434
Time for 2645000 slices:5869.465054
